!! YAML file for Class AA verbs

gatáa+V+SINGULAR+IMPERATIVE: gatáa
: gatáaga                          gatáa+V+IMMEDIATE+PRESENT
: skyáahl'aang'ahl                   skyáahl+V+NEGATIVE+REFLEXIVE
: skyáahl'angäseehl                  skyáahl+V+NEGATIVE+FUTURE+REFLEXIVE+INTERROGATIVE
: skyáahl'ang'uu                     skyáahl+V+NEGATIVE+PLURAL+IMPERATIVE
: skyáahl'ang'waa                    skyáahl+V+NEGATIVE+3rd_PERSON_PLURAL+IMMEDIATE+PRESENT
: skyáahl'ang'waa                    skyáahl+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+SIMPLE+PRESENT
: skyáahl'ang'waang                  skyáahl+V+NEGATIVE+3rd_PERSON_PLURAL+SIMPLE+PRESENT
: skyáahl'ang'wägan                  skyáahl+V+NEGATIVE+3rd_PERSON_PLURAL+DIRECT+PAST
: skyáahl'ang'aawaa                  skyáahl+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+PAST
: skyáahl'ang'aawaan                 skyáahl+V+NEGATIVE+3rd_PERSON_PLURAL+INDIRECT+PAST
: skyáahl'ang'waas                   skyáahl+V+NEGATIVE+3rd_PERSON_PLURAL+RELATIVE
: skyáahl'ang'aawaas                 skyáahl+V+NEGATIVE+3rd_PERSON_PLURAL+RELATIVE+EVIDENTIAL
: skyáahl'ang'waa.ang                skyáahl+V+NEGATIVE+3rd_PERSON_PLURAL+NON_FACTIVE
: skyáahl'ang'aawaa.ang              skyáahl+V+NEGATIVE+3rd_PERSON_PLURAL+PAST+NON_FACTIVE
: skyáahl'ang'wägiinii               skyáahl+V+NEGATIVE+3rd_PERSON_PLURAL+DIRECT+PAST+HABITUAL
: skyáahl'ang'wägaangaa              skyáahl+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+PAST+HABITUAL
: skyáahl'ang'wägaangaan             skyáahl+V+NEGATIVE+3rd_PERSON_PLURAL+INDIRECT+PAST+HABITUAL
: skyáahl'ang'waaäsaa                skyáahl+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+FUTURE+LONG
: skyáahl'ang'waaäs                  skyáahl+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+FUTURE+SHORT
: skyáahl'ang'waaäsaang              skyáahl+V+NEGATIVE+3rd_PERSON_PLURAL+SIMPLE+FUTURE
: skyáahl'ang'waaäsga                skyáahl+V+NEGATIVE+3rd_PERSON_PLURAL+IMMEDIATE+FUTURE
: skyáahl'ang'waaäsaas               skyáahl+V+NEGATIVE+3rd_PERSON_PLURAL+RELATIVE+FUTURE
: skyáahl'ang'waaäsaa.ang            skyáahl+V+NEGATIVE+3rd_PERSON_PLURAL+FUTURE+NON_FACTIVE
: skyáahl'waa.ang ñasaa'áng          skyáahl+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+NEAR+FUTURE
: skyáahl'waa.ang ñasaa'ánggang      skyáahl+V+NEGATIVE+3rd_PERSON_PLURAL+NEAR+FUTURE
: skyáahl'waa.ang ñasaasdlä'áng      skyáahl+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+VERYNEAR+FUTURE
: skyáahl'waa.ang ñasaasdlä'ánggang  skyáahl+V+NEGATIVE+3rd_PERSON_PLURAL+VERYNEAR+FUTURE
: skyáahl'ang'waa'uuj                skyáahl+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+IMMEDIATE+PRESENT
: skyáahl'ang'waa'uujang             skyáahl+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+SIMPLE+PRESENT
: skyáahl'ang'waaäsaa'uujang         skyáahl+V+NEGATIVE+3rd_PERSON_PLURAL+RESIGNED_OBLIGATION
: skyáahl'ang'waa'us                 skyáahl+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+PRESENT
: skyáahl'ang'waa'ujaa               skyáahl+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+PAST
: skyáahl'ang'waa'uujaangaa          skyáahl+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+PAST+HABITUAL
: skyáahl'ang'waaäsaa'us             skyáahl+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+FUTURE
: skyáahl'ang'waa'ahlanggang         skyáahl+V+NEGATIVE+3rd_PERSON_PLURAL+CERTAIN+PRESENT
: skyáahl'ang'waa'ahlanggan          skyáahl+V+NEGATIVE+3rd_PERSON_PLURAL+CERTAIN+PAST
: skyáahl'ang'waa'ahlanggiinii       skyáahl+V+NEGATIVE+3rd_PERSON_PLURAL+CERTAIN+PAST+HABITUAL
: skyáahl'ang'waaäsaa'ahlans         skyáahl+V+NEGATIVE+3rd_PERSON_PLURAL+CERTAIN+FUTURE
: skyáahl'ang'waa'ahlans             skyáahl+V+NEGATIVE+3rd_PERSON_PLURAL+CERTAIN+RELATIVE
: skyáahl'ang'aawaa'ahlang           skyáahl+V+NEGATIVE+3rd_PERSON_PLURAL+INTENSIVE+PAST
: skyáahl'ang'aawaa'ahlanggaa        skyáahl+V+NEGATIVE+3rd_PERSON_PLURAL+SHOULD_KEEP_ON_VERBING_FOR_A_WHILE
: skyáahl'ang'aawaa'ahlanggang       skyáahl+V+NEGATIVE+3rd_PERSON_PLURAL+COUNTERFACTUAL+PRESENT
: skyáahl'ang'waa'ahl                skyáahl+V+NEGATIVE+3rd_PERSON_PLURAL+REFLEXIVE
: skyáahl'ang'waaäseehl              skyáahl+V+NEGATIVE+3rd_PERSON_PLURAL+FUTURE+REFLEXIVE+INTERROGATIVE

! LEXICON CLASS_AAHL_STEM_2

: skyáalga                          skyáahl+V+IMMEDIATE+PRESENT
: skyáalgang                        skyáahl+V+SIMPLE+PRESENT
: skyáalgan                         skyáahl+V+DIRECT+PAST
: skyáalaa                          skyáahl+V+INTERROGATIVE+PAST
: skyáalaan                         skyáahl+V+INDIRECT+PAST
: skyáalaas                         skyáahl+V+RELATIVE+EVIDENTIAL
: skyáalaa.ang                      skyáahl+V+PAST+NON_FACTIVE
: skyáalgang                        skyáahl+V+INTERROGATIVE+PRESENT+HABITUAL
: skyáalganggang                    skyáahl+V+PRESENT+HABITUAL
: skyáalgangang                     skyáahl+V+PRESENT+HABITUAL+NON_FACTIVE
: skyáalgiinii                      skyáahl+V+DIRECT+PAST+HABITUAL
: skyáalgaangaa                     skyáahl+V+INTERROGATIVE+PAST+HABITUAL
: skyáalgaangaan                    skyáahl+V+INDIRECT+PAST+HABITUAL
: skyáalaa'ahlang                   skyáahl+V+INTENSIVE+PAST
: skyáalaa'ahlanggaa                skyáahl+V+SHOULD_KEEP_ON_VERBING_FOR_A_WHILE
: skyáalaa'ahlanggang               skyáahl+V+COUNTERFACTUAL+PRESENT
: skyáalgang'waa                    skyáahl+V+3rd_PERSON_PLURAL+INTERROGATIVE+PRESENT+HABITUAL
: skyáalgang'waang                  skyáahl+V+3rd_PERSON_PLURAL+PRESENT+HABITUAL
: skyáalgang'waa.ang                skyáahl+V+3rd_PERSON_PLURAL+PRESENT+HABITUAL+NON_FACTIVE
: skyáalgang'anggang                skyáahl+V+NEGATIVE+PRESENT+HABITUAL
: skyáalgang'angang                 skyáahl+V+NEGATIVE+PRESENT+HABITUAL+NON_FACTIVE
: skyáalgang'ang'waa                skyáahl+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+PRESENT+HABITUAL
: skyáalgang'ang'waang              skyáahl+V+NEGATIVE+3rd_PERSON_PLURAL+PRESENT+HABITUAL
: skyáalgang'ang'waa.ang            skyáahl+V+NEGATIVE+3rd_PERSON_PLURAL+PRESENT+HABITUAL+NON_FACTIVE

! LEXICON CLASS_AAL

: xadáal                            xadáal+V+SINGULAR+IMPERATIVE
: xadáalga                          xadáal+V+IMMEDIATE+PRESENT
: xadáal                            xadáal+V+INTERROGATIVE+SIMPLE+PRESENT
: xadáalgang                        xadáal+V+SIMPLE+PRESENT
: xadáalgan                         xadáal+V+DIRECT+PAST
: xadáalaa                          xadáal+V+INTERROGATIVE+PAST
: xadáalaan                         xadáal+V+INDIRECT+PAST
: xadáals                           xadáal+V+RELATIVE
: xadáalaas                         xadáal+V+RELATIVE+EVIDENTIAL
: xadáalang                         xadáal+V+NON_FACTIVE
: xadáalaa.ang                      xadáal+V+PAST+NON_FACTIVE
: xadáalgang                        xadáal+V+INTERROGATIVE+PRESENT+HABITUAL
: xadáalganggang                    xadáal+V+PRESENT+HABITUAL
: xadáalgangang                     xadáal+V+PRESENT+HABITUAL+NON_FACTIVE
: xadáalgiinii                      xadáal+V+DIRECT+PAST+HABITUAL
: xadáalgaangaa                     xadáal+V+INTERROGATIVE+PAST+HABITUAL
: xadáalgaangaan                    xadáal+V+INDIRECT+PAST+HABITUAL
: xadáaläsaa                        xadáal+V+INTERROGATIVE+FUTURE+LONG
: xadáaläs                          xadáal+V+INTERROGATIVE+FUTURE+SHORT
: xadáaläsaang                      xadáal+V+SIMPLE+FUTURE
: xadáaläsga                        xadáal+V+IMMEDIATE+FUTURE
: xadáaläsaas                       xadáal+V+RELATIVE+FUTURE
: xadáaläsaa.ang                    xadáal+V+FUTURE+NON_FACTIVE
: xadáalang ñasa'áa                 xadáal+V+INTERROGATIVE+NEAR+FUTURE
: xadáalang ñasa'áang               xadáal+V+NEAR+FUTURE
: xadáalang ñasaasdláa              xadáal+V+INTERROGATIVE+VERYNEAR+FUTURE
: xadáalang ñasaasdláang            xadáal+V+VERYNEAR+FUTURE
: xadáal'uuj                        xadáal+V+BIASED+IMMEDIATE+PRESENT
: xadáal'uujang                     xadáal+V+BIASED+SIMPLE+PRESENT
: xadáaläsaa'uujang                 xadáal+V+RESIGNED_OBLIGATION
: xadáal'us                         xadáal+V+BIASED+INTERROGATIVE+PRESENT
: xadáal'ujaa                       xadáal+V+BIASED+INTERROGATIVE+PAST
: xadáal'uujaangaa                  xadáal+V+BIASED+INTERROGATIVE+PAST+HABITUAL
: xadáaläsaa'us                     xadáal+V+BIASED+INTERROGATIVE+FUTURE
: xadáal'ahlanggang                 xadáal+V+CERTAIN+PRESENT
: xadáal'ahlanggan                  xadáal+V+CERTAIN+PAST
: xadáal'ahlanggiinii               xadáal+V+CERTAIN+PAST+HABITUAL
: xadáaläsaa'ahlans                 xadáal+V+CERTAIN+FUTURE
: xadáal'ahlans                     xadáal+V+CERTAIN+RELATIVE
: xadáalaa'ahlang                   xadáal+V+INTENSIVE+PAST
: xadáalaa'ahlanggaa                xadáal+V+SHOULD_KEEP_ON_VERBING_FOR_A_WHILE
: xadáalaa'ahlanggang               xadáal+V+COUNTERFACTUAL+PRESENT
: xadáal'ahl                        xadáal+V+REFLEXIVE
: xadáaläseehl                      xadáal+V+FUTURE+REFLEXIVE+INTERROGATIVE
: xadáal'uu                         xadáal+V+PLURAL+IMPERATIVE
: xadáal'waa                        xadáal+V+3rd_PERSON_PLURAL+IMMEDIATE+PRESENT
: xadáal'waa                        xadáal+V+3rd_PERSON_PLURAL+INTERROGATIVE+SIMPLE+PRESENT
: xadáal'waang                      xadáal+V+3rd_PERSON_PLURAL+SIMPLE+PRESENT
: xadáal'wägan                      xadáal+V+3rd_PERSON_PLURAL+DIRECT+PAST
: xadáal'aawaa                      xadáal+V+3rd_PERSON_PLURAL+INTERROGATIVE+PAST
: xadáal'aawaan                     xadáal+V+3rd_PERSON_PLURAL+INDIRECT+PAST
: xadáal'waas                       xadáal+V+3rd_PERSON_PLURAL+RELATIVE
: xadáal'aawaas                     xadáal+V+3rd_PERSON_PLURAL+RELATIVE+EVIDENTIAL
: xadáal'waa.ang                    xadáal+V+3rd_PERSON_PLURAL+NON_FACTIVE
: xadáal'aawaa.ang                  xadáal+V+3rd_PERSON_PLURAL+PAST+NON_FACTIVE
: xadáalgang'waa                    xadáal+V+3rd_PERSON_PLURAL+INTERROGATIVE+PRESENT+HABITUAL
: xadáalgang'waang                  xadáal+V+3rd_PERSON_PLURAL+PRESENT+HABITUAL
: xadáalgang'waa.ang                xadáal+V+3rd_PERSON_PLURAL+PRESENT+HABITUAL+NON_FACTIVE
: xadáal'wägiinii                   xadáal+V+3rd_PERSON_PLURAL+DIRECT+PAST+HABITUAL
: xadáal'wägaangaa                  xadáal+V+3rd_PERSON_PLURAL+INTERROGATIVE+PAST+HABITUAL
: xadáal'wägaangaan                 xadáal+V+3rd_PERSON_PLURAL+INDIRECT+PAST+HABITUAL
: xadáal'waaäsaa                    xadáal+V+3rd_PERSON_PLURAL+INTERROGATIVE+FUTURE+LONG
: xadáal'waaäs                      xadáal+V+3rd_PERSON_PLURAL+INTERROGATIVE+FUTURE+SHORT
: xadáal'waaäsaang                  xadáal+V+3rd_PERSON_PLURAL+SIMPLE+FUTURE
: xadáal'waaäsga                    xadáal+V+3rd_PERSON_PLURAL+IMMEDIATE+FUTURE
: xadáal'waaäsaas                   xadáal+V+3rd_PERSON_PLURAL+RELATIVE+FUTURE
: xadáal'waaäsaa.ang                xadáal+V+3rd_PERSON_PLURAL+FUTURE+NON_FACTIVE
: xadáal'waa.ang ñasa'áa            xadáal+V+3rd_PERSON_PLURAL+INTERROGATIVE+NEAR+FUTURE
: xadáal'waa.ang ñasa'áang          xadáal+V+3rd_PERSON_PLURAL+NEAR+FUTURE
: xadáal'waa.ang ñasaasdláa         xadáal+V+3rd_PERSON_PLURAL+INTERROGATIVE+VERYNEAR+FUTURE
: xadáal'waa.ang ñasaasdláang       xadáal+V+3rd_PERSON_PLURAL+VERYNEAR+FUTURE
: xadáal'waa'uuj                    xadáal+V+3rd_PERSON_PLURAL+BIASED+IMMEDIATE+PRESENT
: xadáal'waa'uujang                 xadáal+V+3rd_PERSON_PLURAL+BIASED+SIMPLE+PRESENT
: xadáal'waaäsaa'uujang             xadáal+V+3rd_PERSON_PLURAL+RESIGNED_OBLIGATION
: xadáal'waa'us                     xadáal+V+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+PRESENT
: xadáal'waa'ujaa                   xadáal+V+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+PAST
: xadáal'waa'uujaangaa              xadáal+V+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+PAST+HABITUAL
: xadáal'waaäsaa'us                 xadáal+V+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+FUTURE
: xadáal'waa'ahlanggang             xadáal+V+3rd_PERSON_PLURAL+CERTAIN+PRESENT
: xadáal'waa'ahlanggan              xadáal+V+3rd_PERSON_PLURAL+CERTAIN+PAST
: xadáal'waa'ahlanggiinii           xadáal+V+3rd_PERSON_PLURAL+CERTAIN+PAST+HABITUAL
: xadáal'waaäsaa'ahlans             xadáal+V+3rd_PERSON_PLURAL+CERTAIN+FUTURE
: xadáal'waa'ahlans                 xadáal+V+3rd_PERSON_PLURAL+CERTAIN+RELATIVE
: xadáal'aawaa'ahlang               xadáal+V+3rd_PERSON_PLURAL+INTENSIVE+PAST
: xadáal'aawaa'ahlanggaa            xadáal+V+3rd_PERSON_PLURAL+SHOULD_KEEP_ON_VERBING_FOR_A_WHILE
: xadáal'aawaa'ahlanggang           xadáal+V+3rd_PERSON_PLURAL+COUNTERFACTUAL+PRESENT
: xadáal'waa'ahl                    xadáal+V+3rd_PERSON_PLURAL+REFLEXIVE
: xadáal'waaäseehl                  xadáal+V+3rd_PERSON_PLURAL+FUTURE+REFLEXIVE+INTERROGATIVE
: xadáal'ang                        xadáal+V+NEGATIVE+SINGULAR+IMPERATIVE
: xadáal'angga                      xadáal+V+NEGATIVE+IMMEDIATE+PRESENT
: xadáal'ang                        xadáal+V+NEGATIVE+INTERROGATIVE+SIMPLE+PRESENT
: xadáal'anggang                    xadáal+V+NEGATIVE+SIMPLE+PRESENT
: xadáal'anggan                     xadáal+V+NEGATIVE+DIRECT+PAST
: xadáal'aangaa                     xadáal+V+NEGATIVE+INTERROGATIVE+PAST
: xadáal'aangaan                    xadáal+V+NEGATIVE+INDIRECT+PAST
: xadáal'ans                        xadáal+V+NEGATIVE+RELATIVE
: xadáal'aangaas                    xadáal+V+NEGATIVE+RELATIVE+EVIDENTIAL
: xadáal'angang                     xadáal+V+NEGATIVE+NON_FACTIVE
: xadáal'aangaa.ang                 xadáal+V+NEGATIVE+PAST+NON_FACTIVE
: xadáal'anggang                    xadáal+V+NEGATIVE+INTERROGATIVE+PRESENT+HABITUAL
: xadáalgang'anggang                xadáal+V+NEGATIVE+PRESENT+HABITUAL
: xadáalgang'angang                 xadáal+V+NEGATIVE+PRESENT+HABITUAL+NON_FACTIVE
: xadáal'anggiinii                  xadáal+V+NEGATIVE+DIRECT+PAST+HABITUAL
: xadáal'anggaangaa                 xadáal+V+NEGATIVE+INTERROGATIVE+PAST+HABITUAL
: xadáal'anggaangaan                xadáal+V+NEGATIVE+INDIRECT+PAST+HABITUAL
: xadáal'angäsaa                    xadáal+V+NEGATIVE+INTERROGATIVE+FUTURE+LONG
: xadáal'angäs                      xadáal+V+NEGATIVE+INTERROGATIVE+FUTURE+SHORT
: xadáal'angäsaang                  xadáal+V+NEGATIVE+SIMPLE+FUTURE
: xadáal'angäsga                    xadáal+V+NEGATIVE+IMMEDIATE+FUTURE
: xadáal'angäsaas                   xadáal+V+NEGATIVE+RELATIVE+FUTURE
: xadáal'angäsaa.ang                xadáal+V+NEGATIVE+FUTURE+NON_FACTIVE
: xadáalang ñasaa'áng               xadáal+V+NEGATIVE+INTERROGATIVE+NEAR+FUTURE
: xadáalang ñasaa'ánggang           xadáal+V+NEGATIVE+NEAR+FUTURE
: xadáalang ñasaasdlä'áng           xadáal+V+NEGATIVE+INTERROGATIVE+VERYNEAR+FUTURE
: xadáalang ñasaasdlä'ánggang       xadáal+V+NEGATIVE+VERYNEAR+FUTURE
: xadáal'ang'uuj                    xadáal+V+NEGATIVE+BIASED+IMMEDIATE+PRESENT
: xadáal'ang'uujang                 xadáal+V+NEGATIVE+BIASED+SIMPLE+PRESENT
: xadáal'angäsaa'uujang             xadáal+V+NEGATIVE+RESIGNED_OBLIGATION
: xadáal'ang'us                     xadáal+V+NEGATIVE+BIASED+INTERROGATIVE+PRESENT
: xadáal'ang'ujaa                   xadáal+V+NEGATIVE+BIASED+INTERROGATIVE+PAST
: xadáal'ang'uujaangaa              xadáal+V+NEGATIVE+BIASED+INTERROGATIVE+PAST+HABITUAL
: xadáal'angäsaa'us                 xadáal+V+NEGATIVE+BIASED+INTERROGATIVE+FUTURE
: xadáal'aang'ahlanggang            xadáal+V+NEGATIVE+CERTAIN+PRESENT
: xadáal'aang'ahlanggan             xadáal+V+NEGATIVE+CERTAIN+PAST
: xadáal'aang'ahlanggiinii          xadáal+V+NEGATIVE+CERTAIN+PAST+HABITUAL
: xadáal'angäsaa'ahlans             xadáal+V+NEGATIVE+CERTAIN+FUTURE
: xadáal'aang'ahlans                xadáal+V+NEGATIVE+CERTAIN+RELATIVE
: xadáal'aangaa'ahlang              xadáal+V+NEGATIVE+INTENSIVE+PAST
: xadáal'aangaa'ahlanggaa           xadáal+V+NEGATIVE+SHOULD_KEEP_ON_VERBING_FOR_A_WHILE
: xadáal'aangaa'ahlanggang          xadáal+V+NEGATIVE+COUNTERFACTUAL+PRESENT
: xadáal'aang'ahl                   xadáal+V+NEGATIVE+REFLEXIVE
: xadáal'angäseehl                  xadáal+V+NEGATIVE+FUTURE+REFLEXIVE+INTERROGATIVE
: xadáal'ang'uu                     xadáal+V+NEGATIVE+PLURAL+IMPERATIVE
: xadáal'ang'waa                    xadáal+V+NEGATIVE+3rd_PERSON_PLURAL+IMMEDIATE+PRESENT
: xadáal'ang'waa                    xadáal+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+SIMPLE+PRESENT
: xadáal'ang'waang                  xadáal+V+NEGATIVE+3rd_PERSON_PLURAL+SIMPLE+PRESENT
: xadáal'ang'wägan                  xadáal+V+NEGATIVE+3rd_PERSON_PLURAL+DIRECT+PAST
: xadáal'ang'aawaa                  xadáal+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+PAST
: xadáal'ang'aawaan                 xadáal+V+NEGATIVE+3rd_PERSON_PLURAL+INDIRECT+PAST
: xadáal'ang'waas                   xadáal+V+NEGATIVE+3rd_PERSON_PLURAL+RELATIVE
: xadáal'ang'aawaas                 xadáal+V+NEGATIVE+3rd_PERSON_PLURAL+RELATIVE+EVIDENTIAL
: xadáal'ang'waa.ang                xadáal+V+NEGATIVE+3rd_PERSON_PLURAL+NON_FACTIVE
: xadáal'ang'aawaa.ang              xadáal+V+NEGATIVE+3rd_PERSON_PLURAL+PAST+NON_FACTIVE
: xadáalgang'ang'waa                xadáal+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+PRESENT+HABITUAL
: xadáalgang'ang'waang              xadáal+V+NEGATIVE+3rd_PERSON_PLURAL+PRESENT+HABITUAL
: xadáalgang'ang'waa.ang            xadáal+V+NEGATIVE+3rd_PERSON_PLURAL+PRESENT+HABITUAL+NON_FACTIVE
: xadáal'ang'wägiinii               xadáal+V+NEGATIVE+3rd_PERSON_PLURAL+DIRECT+PAST+HABITUAL
: xadáal'ang'wägaangaa              xadáal+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+PAST+HABITUAL
: xadáal'ang'wägaangaan             xadáal+V+NEGATIVE+3rd_PERSON_PLURAL+INDIRECT+PAST+HABITUAL
: xadáal'ang'waaäsaa                xadáal+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+FUTURE+LONG
: xadáal'ang'waaäs                  xadáal+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+FUTURE+SHORT
: xadáal'ang'waaäsaang              xadáal+V+NEGATIVE+3rd_PERSON_PLURAL+SIMPLE+FUTURE
: xadáal'ang'waaäsga                xadáal+V+NEGATIVE+3rd_PERSON_PLURAL+IMMEDIATE+FUTURE
: xadáal'ang'waaäsaas               xadáal+V+NEGATIVE+3rd_PERSON_PLURAL+RELATIVE+FUTURE
: xadáal'ang'waaäsaa.ang            xadáal+V+NEGATIVE+3rd_PERSON_PLURAL+FUTURE+NON_FACTIVE
: xadáal'waa.ang ñasaa'áng          xadáal+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+NEAR+FUTURE
: xadáal'waa.ang ñasaa'ánggang      xadáal+V+NEGATIVE+3rd_PERSON_PLURAL+NEAR+FUTURE
: xadáal'waa.ang ñasaasdlä'áng      xadáal+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+VERYNEAR+FUTURE
: xadáal'waa.ang ñasaasdlä'ánggang  xadáal+V+NEGATIVE+3rd_PERSON_PLURAL+VERYNEAR+FUTURE
: xadáal'ang'waa'uuj                xadáal+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+IMMEDIATE+PRESENT
: xadáal'ang'waa'uujang             xadáal+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+SIMPLE+PRESENT
: xadáal'ang'waaäsaa'uujang         xadáal+V+NEGATIVE+3rd_PERSON_PLURAL+RESIGNED_OBLIGATION
: xadáal'ang'waa'us                 xadáal+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+PRESENT
: xadáal'ang'waa'ujaa               xadáal+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+PAST
: xadáal'ang'waa'uujaangaa          xadáal+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+PAST+HABITUAL
: xadáal'ang'waaäsaa'us             xadáal+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+FUTURE
: xadáal'ang'waa'ahlanggang         xadáal+V+NEGATIVE+3rd_PERSON_PLURAL+CERTAIN+PRESENT
: xadáal'ang'waa'ahlanggan          xadáal+V+NEGATIVE+3rd_PERSON_PLURAL+CERTAIN+PAST
: xadáal'ang'waa'ahlanggiinii       xadáal+V+NEGATIVE+3rd_PERSON_PLURAL+CERTAIN+PAST+HABITUAL
: xadáal'ang'waaäsaa'ahlans         xadáal+V+NEGATIVE+3rd_PERSON_PLURAL+CERTAIN+FUTURE
: xadáal'ang'waa'ahlans             xadáal+V+NEGATIVE+3rd_PERSON_PLURAL+CERTAIN+RELATIVE
: xadáal'ang'aawaa'ahlang           xadáal+V+NEGATIVE+3rd_PERSON_PLURAL+INTENSIVE+PAST
: xadáal'ang'aawaa'ahlanggaa        xadáal+V+NEGATIVE+3rd_PERSON_PLURAL+SHOULD_KEEP_ON_VERBING_FOR_A_WHILE
: xadáal'ang'aawaa'ahlanggang       xadáal+V+NEGATIVE+3rd_PERSON_PLURAL+COUNTERFACTUAL+PRESENT
: xadáal'ang'waa'ahl                xadáal+V+NEGATIVE+3rd_PERSON_PLURAL+REFLEXIVE
: xadáal'ang'waaäseehl              xadáal+V+NEGATIVE+3rd_PERSON_PLURAL+FUTURE+REFLEXIVE+INTERROGATIVE

! LEXICON CLASS_AAN

: ñ'íinaan                            ñ'íinaan+V+SINGULAR+IMPERATIVE
: ñ'íinaan.ga                         ñ'íinaan+V+IMMEDIATE+PRESENT
: ñ'íinaan                            ñ'íinaan+V+INTERROGATIVE+SIMPLE+PRESENT
: ñ'íinaan.gang                       ñ'íinaan+V+SIMPLE+PRESENT
: ñ'íinaan.gan                        ñ'íinaan+V+DIRECT+PAST
: ñ'íinaan.gaa                        ñ'íinaan+V+INTERROGATIVE+PAST
: ñ'íinaanaan                         ñ'íinaan+V+INDIRECT+PAST
: ñ'íinaans                           ñ'íinaan+V+RELATIVE
: ñ'íinaanaas                         ñ'íinaan+V+RELATIVE+EVIDENTIAL
: ñ'íinaanang                         ñ'íinaan+V+NON_FACTIVE
: ñ'íinaanaa.ang                      ñ'íinaan+V+PAST+NON_FACTIVE
: ñ'íinaan.gang                       ñ'íinaan+V+INTERROGATIVE+PRESENT+HABITUAL
: ñ'íinaan.ganggang                   ñ'íinaan+V+PRESENT+HABITUAL
: ñ'íinaan.gangang                    ñ'íinaan+V+PRESENT+HABITUAL+NON_FACTIVE
: ñ'íinaan.giinii                     ñ'íinaan+V+DIRECT+PAST+HABITUAL
: ñ'íinaanaangaa                      ñ'íinaan+V+INTERROGATIVE+PAST+HABITUAL
: ñ'íinaanaangaan                     ñ'íinaan+V+INDIRECT+PAST+HABITUAL
: ñ'íinaanäsaa                        ñ'íinaan+V+INTERROGATIVE+FUTURE+LONG
: ñ'íinaanäs                          ñ'íinaan+V+INTERROGATIVE+FUTURE+SHORT
